Archive_Date,Group,Hospital_HIPE,Hospital,Specialty_HIPE,Speciality,Adult_Child,Age_Profile,Time_Bands,Total
27/02/2020,Dublin Midlands Hospital Group,0203,Midland Regional Hospital Tullamore,2600,General Surgery,Adult,16-64, 0-3 Months,206
27/02/2020,Dublin Midlands Hospital Group,0203,Midland Regional Hospital Tullamore,1700,Ophthalmology,Child,0-15, 0-3 Months,131
27/02/2020,Dublin Midlands Hospital Group,0203,Midland Regional Hospital Tullamore,1700,Ophthalmology,Child,0-15,15-18 Months,3
27/02/2020,Dublin Midlands Hospital Group,0203,Midland Regional Hospital Tullamore,1700,Ophthalmology,Child,0-15,18 Months +,30
27/02/2020,Dublin Midlands Hospital Group,0203,Midland Regional Hospital Tullamore,1800,Orthopaedics,Adult,16-64,15-18 Months,130
27/02/2020,Dublin Midlands Hospital Group,0203,Midland Regional Hospital Tullamore,1800,Orthopaedics,Adult,65+, 9-12 Months,193
27/02/2020,Dublin Midlands Hospital Group,0203,Midland Regional Hospital Tullamore,1800,Orthopaedics,Adult,65+,18 Months +,261
27/02/2020,Dublin Midlands Hospital Group,0203,Midland Regional Hospital Tullamore,1800,Orthopaedics,Child,0-15, 3-6 Months,52
27/02/2020,Dublin Midlands Hospital Group,0203,Midland Regional Hospital Tullamore,1800,Orthopaedics,Child,0-15,12-15 Months,10
27/02/2020,Dublin Midlands Hospital Group,0203,Midland Regional Hospital Tullamore,1900,Paediatrics,Adult,16-64, 3-6 Months,1
27/02/2020,Dublin Midlands Hospital Group,0203,Midland Regional Hospital Tullamore,2300,Nephrology,Adult,16-64, 0-3 Months,27
27/02/2020,Dublin Midlands Hospital Group,0203,Midland Regional Hospital Tullamore,2300,Nephrology,Adult,16-64, 9-12 Months,19
27/02/2020,Dublin Midlands Hospital Group,0203,Midland Regional Hospital Tullamore,2300,Nephrology,Adult,65+, 3-6 Months,30
27/02/2020,Dublin Midlands Hospital Group,0203,Midland Regional Hospital Tullamore,2300,Nephrology,Adult,65+, 6-9 Months,15
27/02/2020,Dublin Midlands Hospital Group,0203,Midland Regional Hospital Tullamore,2300,Nephrology,Adult,65+,12-15 Months,13
27/02/2020,Dublin Midlands Hospital Group,0203,Midland Regional Hospital Tullamore,2500,Rheumatology,Adult,16-64,15-18 Months,118
27/02/2020,Dublin Midlands Hospital Group,0203,Midland Regional Hospital Tullamore,2500,Rheumatology,Child,0-15, 0-3 Months,2
27/02/2020,Dublin Midlands Hospital Group,0203,Midland Regional Hospital Tullamore,2500,Rheumatology,Child,0-15, 3-6 Months,1
27/02/2020,Dublin Midlands Hospital Group,0203,Midland Regional Hospital Tullamore,2600,General Surgery,Child,0-15, 0-3 Months,16
27/02/2020,Dublin Midlands Hospital Group,0203,Midland Regional Hospital Tullamore,2604,Vascular Surgery,Adult,16-64, 0-3 Months,73
27/02/2020,Dublin Midlands Hospital Group,0203,Midland Regional Hospital Tullamore,2604,Vascular Surgery,Adult,16-64, 3-6 Months,87
27/02/2020,Dublin Midlands Hospital Group,0203,Midland Regional Hospital Tullamore,2604,Vascular Surgery,Adult,16-64, 6-9 Months,80
27/02/2020,Dublin Midlands Hospital Group,0203,Midland Regional Hospital Tullamore,2604,Vascular Surgery,Adult,16-64,12-15 Months,61
27/02/2020,Dublin Midlands Hospital Group,0203,Midland Regional Hospital Tullamore,5000,General Medicine,Adult,16-64,15-18 Months,81
27/02/2020,Dublin Midlands Hospital Group,0203,Midland Regional Hospital Tullamore,5000,General Medicine,Adult,16-64,18 Months +,228
27/02/2020,Dublin Midlands Hospital Group,0203,Midland Regional Hospital Tullamore,5000,General Medicine,Adult,65+, 0-3 Months,146
27/02/2020,Dublin Midlands Hospital Group,0203,Midland Regional Hospital Tullamore,5000,General Medicine,Adult,65+, 3-6 Months,82
27/02/2020,Dublin Midlands Hospital Group,0203,Midland Regional Hospital Tullamore,5000,General Medicine,Adult,65+, 9-12 Months,41
27/02/2020,Dublin Midlands Hospital Group,0203,Midland Regional Hospital Tullamore,5000,General Medicine,Adult,65+,12-15 Months,20
27/02/2020,Dublin Midlands Hospital Group,0904,St. James's Hospital,0300,Dermatology,Adult,16-64,15-18 Months,142
27/02/2020,Dublin Midlands Hospital Group,0904,St. James's Hospital,0300,Dermatology,Adult,65+,18 Months +,8
27/02/2020,Dublin Midlands Hospital Group,0904,St. James's Hospital,0400,Endocrinology,Adult,16-64, 0-3 Months,121
27/02/2020,Dublin Midlands Hospital Group,0904,St. James's Hospital,0400,Endocrinology,Adult,16-64, 3-6 Months,85
27/02/2020,Dublin Midlands Hospital Group,0904,St. James's Hospital,0400,Endocrinology,Adult,16-64, 6-9 Months,48
27/02/2020,Dublin Midlands Hospital Group,0904,St. James's Hospital,0400,Endocrinology,Adult,16-64, 9-12 Months,25
27/02/2020,Dublin Midlands Hospital Group,0904,St. James's Hospital,0400,Endocrinology,Adult,16-64,12-15 Months,17
27/02/2020,Dublin Midlands Hospital Group,0904,St. James's Hospital,0402,Diabetes Mellitus,Adult,16-64, 3-6 Months,54
27/02/2020,Dublin Midlands Hospital Group,0904,St. James's Hospital,0402,Diabetes Mellitus,Adult,16-64, 6-9 Months,32
27/02/2020,Dublin Midlands Hospital Group,0904,St. James's Hospital,0402,Diabetes Mellitus,Adult,16-64, 9-12 Months,27
27/02/2020,Dublin Midlands Hospital Group,0904,St. James's Hospital,0402,Diabetes Mellitus,Adult,16-64,12-15 Months,1
27/02/2020,Dublin Midlands Hospital Group,0904,St. James's Hospital,0600,Otolaryngology (ENT),Adult,65+, 0-3 Months,74
27/02/2020,Dublin Midlands Hospital Group,0904,St. James's Hospital,0600,Otolaryngology (ENT),Adult,65+, 3-6 Months,35
27/02/2020,Dublin Midlands Hospital Group,0904,St. James's Hospital,0600,Otolaryngology (ENT),Adult,65+, 6-9 Months,29
27/02/2020,Dublin Midlands Hospital Group,0904,St. James's Hospital,0600,Otolaryngology (ENT),Adult,65+, 9-12 Months,20
27/02/2020,Dublin Midlands Hospital Group,0904,St. James's Hospital,0600,Otolaryngology (ENT),Adult,65+,12-15 Months,12
27/02/2020,Dublin Midlands Hospital Group,0904,St. James's Hospital,0700,Gastro-Enterology,Adult,16-64,15-18 Months,1
27/02/2020,Dublin Midlands Hospital Group,0904,St. James's Hospital,0700,Gastro-Enterology,Adult,65+, 3-6 Months,34
27/02/2020,Dublin Midlands Hospital Group,0904,St. James's Hospital,0700,Gastro-Enterology,Adult,65+, 6-9 Months,7
27/02/2020,Dublin Midlands Hospital Group,0904,St. James's Hospital,0900,Geriatric Medicine,Adult,65+, 0-3 Months,235
27/02/2020,Dublin Midlands Hospital Group,0904,St. James's Hospital,1600,Oncology,Adult,65+, 0-3 Months,18
27/02/2020,Dublin Midlands Hospital Group,0904,St. James's Hospital,1700,Ophthalmology,Adult,65+, 0-3 Months,12
27/02/2020,Dublin Midlands Hospital Group,0203,Midland Regional Hospital Tullamore,1100,Haematology,Adult,65+, 9-12 Months,2
27/02/2020,Dublin Midlands Hospital Group,0203,Midland Regional Hospital Tullamore,1600,Oncology,Adult,65+, 0-3 Months,6
27/02/2020,Dublin Midlands Hospital Group,0203,Midland Regional Hospital Tullamore,1700,Ophthalmology,Child,0-15, 9-12 Months,14
27/02/2020,Dublin Midlands Hospital Group,0203,Midland Regional Hospital Tullamore,1800,Orthopaedics,Adult,16-64, 6-9 Months,476
27/02/2020,Dublin Midlands Hospital Group,0203,Midland Regional Hospital Tullamore,1800,Orthopaedics,Child,0-15, 9-12 Months,31
27/02/2020,Dublin Midlands Hospital Group,0203,Midland Regional Hospital Tullamore,1900,Paediatrics,Child,0-15, 0-3 Months,32
27/02/2020,Dublin Midlands Hospital Group,0203,Midland Regional Hospital Tullamore,1900,Paediatrics,Child,0-15, 6-9 Months,12
27/02/2020,Dublin Midlands Hospital Group,0203,Midland Regional Hospital Tullamore,2300,Nephrology,Adult,16-64, 3-6 Months,33
27/02/2020,Dublin Midlands Hospital Group,0203,Midland Regional Hospital Tullamore,2300,Nephrology,Adult,16-64, 6-9 Months,22
27/02/2020,Dublin Midlands Hospital Group,0203,Midland Regional Hospital Tullamore,2300,Nephrology,Adult,16-64,12-15 Months,11
27/02/2020,Dublin Midlands Hospital Group,0203,Midland Regional Hospital Tullamore,2300,Nephrology,Adult,16-64,15-18 Months,11
27/02/2020,Dublin Midlands Hospital Group,0203,Midland Regional Hospital Tullamore,2300,Nephrology,Adult,65+, 9-12 Months,13
27/02/2020,Dublin Midlands Hospital Group,0203,Midland Regional Hospital Tullamore,2500,Rheumatology,Adult,16-64, 3-6 Months,180
27/02/2020,Dublin Midlands Hospital Group,0203,Midland Regional Hospital Tullamore,2500,Rheumatology,Adult,16-64,12-15 Months,116
27/02/2020,Dublin Midlands Hospital Group,0203,Midland Regional Hospital Tullamore,2500,Rheumatology,Adult,65+, 9-12 Months,43
27/02/2020,Dublin Midlands Hospital Group,0203,Midland Regional Hospital Tullamore,2604,Vascular Surgery,Adult,16-64, 9-12 Months,83
27/02/2020,Dublin Midlands Hospital Group,0203,Midland Regional Hospital Tullamore,5000,General Medicine,Adult,16-64, 0-3 Months,203
27/02/2020,Dublin Midlands Hospital Group,0203,Midland Regional Hospital Tullamore,5000,General Medicine,Adult,65+, 6-9 Months,43
27/02/2020,Dublin Midlands Hospital Group,0203,Midland Regional Hospital Tullamore,5000,General Medicine,Adult,65+,15-18 Months,35
27/02/2020,Dublin Midlands Hospital Group,0203,Midland Regional Hospital Tullamore,5000,General Medicine,Child,0-15, 3-6 Months,1
27/02/2020,Dublin Midlands Hospital Group,0904,St. James's Hospital,0300,Dermatology,Adult,16-64,18 Months +,10
27/02/2020,Dublin Midlands Hospital Group,0904,St. James's Hospital,0300,Dermatology,Adult,65+, 0-3 Months,268
27/02/2020,Dublin Midlands Hospital Group,0904,St. James's Hospital,0300,Dermatology,Adult,65+, 3-6 Months,236
27/02/2020,Dublin Midlands Hospital Group,0904,St. James's Hospital,0300,Dermatology,Adult,65+, 6-9 Months,158
27/02/2020,Dublin Midlands Hospital Group,0904,St. James's Hospital,0300,Dermatology,Adult,65+,12-15 Months,103
27/02/2020,Dublin Midlands Hospital Group,0904,St. James's Hospital,0300,Dermatology,Adult,65+,15-18 Months,43
27/02/2020,Dublin Midlands Hospital Group,0904,St. James's Hospital,0400,Endocrinology,Adult,65+, 3-6 Months,27
27/02/2020,Dublin Midlands Hospital Group,0904,St. James's Hospital,0400,Endocrinology,Adult,65+, 6-9 Months,24
27/02/2020,Dublin Midlands Hospital Group,0904,St. James's Hospital,0400,Endocrinology,Adult,65+,12-15 Months,1
27/02/2020,Dublin Midlands Hospital Group,0904,St. James's Hospital,0402,Diabetes Mellitus,Adult,65+, 9-12 Months,9
27/02/2020,Dublin Midlands Hospital Group,0904,St. James's Hospital,0600,Otolaryngology (ENT),Adult,16-64, 9-12 Months,110
27/02/2020,Dublin Midlands Hospital Group,0904,St. James's Hospital,0600,Otolaryngology (ENT),Adult,65+,18 Months +,15
27/02/2020,Dublin Midlands Hospital Group,0904,St. James's Hospital,0700,Gastro-Enterology,Adult,16-64, 0-3 Months,454
27/02/2020,Dublin Midlands Hospital Group,0904,St. James's Hospital,0700,Gastro-Enterology,Adult,16-64, 3-6 Months,149
27/02/2020,Dublin Midlands Hospital Group,0904,St. James's Hospital,0700,Gastro-Enterology,Adult,16-64, 6-9 Months,9
27/02/2020,Dublin Midlands Hospital Group,0904,St. James's Hospital,0900,Geriatric Medicine,Adult,16-64, 0-3 Months,96
27/02/2020,Dublin Midlands Hospital Group,0904,St. James's Hospital,0900,Geriatric Medicine,Adult,65+, 3-6 Months,20
27/02/2020,Dublin Midlands Hospital Group,0904,St. James's Hospital,0900,Geriatric Medicine,Adult,65+, 6-9 Months,1
27/02/2020,Dublin Midlands Hospital Group,0904,St. James's Hospital,1100,Haematology,Adult,0-15, 0-3 Months,6
27/02/2020,Dublin Midlands Hospital Group,0904,St. James's Hospital,1100,Haematology,Adult,16-64, 0-3 Months,256
27/02/2020,Dublin Midlands Hospital Group,0904,St. James's Hospital,1100,Haematology,Adult,16-64, 3-6 Months,123
27/02/2020,Dublin Midlands Hospital Group,0904,St. James's Hospital,1100,Haematology,Adult,16-64, 6-9 Months,30
27/02/2020,Dublin Midlands Hospital Group,0904,St. James's Hospital,1100,Haematology,Adult,16-64,12-15 Months,1
27/02/2020,Dublin Midlands Hospital Group,0904,St. James's Hospital,1100,Haematology,Adult,16-64,15-18 Months,1
27/02/2020,Dublin Midlands Hospital Group,0904,St. James's Hospital,1100,Haematology,Adult,65+, 9-12 Months,4
27/02/2020,Dublin Midlands Hospital Group,0904,St. James's Hospital,1300,Neurology,Adult,16-64, 0-3 Months,291
27/02/2020,Dublin Midlands Hospital Group,0904,St. James's Hospital,1300,Neurology,Adult,16-64, 3-6 Months,169
27/02/2020,Dublin Midlands Hospital Group,0904,St. James's Hospital,1300,Neurology,Adult,16-64, 6-9 Months,14
27/02/2020,Dublin Midlands Hospital Group,0904,St. James's Hospital,1600,Oncology,Adult,16-64, 0-3 Months,25
27/02/2020,Dublin Midlands Hospital Group,0904,St. James's Hospital,1800,Orthopaedics,Adult,65+, 9-12 Months,79
27/02/2020,Dublin Midlands Hospital Group,0904,St. James's Hospital,1800,Orthopaedics,Adult,65+,18 Months +,34
27/02/2020,Dublin Midlands Hospital Group,0203,Midland Regional Hospital Tullamore,0600,Otolaryngology (ENT),Adult,65+,12-15 Months,57
27/02/2020,Dublin Midlands Hospital Group,0203,Midland Regional Hospital Tullamore,1100,Haematology,Adult,65+,15-18 Months,9
27/02/2020,Dublin Midlands Hospital Group,0203,Midland Regional Hospital Tullamore,1100,Haematology,Adult,65+,18 Months +,5
27/02/2020,Dublin Midlands Hospital Group,0203,Midland Regional Hospital Tullamore,1100,Haematology,Child,0-15, 0-3 Months,2
27/02/2020,Dublin Midlands Hospital Group,0203,Midland Regional Hospital Tullamore,1700,Ophthalmology,Adult,16-64,15-18 Months,2
27/02/2020,Dublin Midlands Hospital Group,0203,Midland Regional Hospital Tullamore,1700,Ophthalmology,Adult,65+, 3-6 Months,42
27/02/2020,Dublin Midlands Hospital Group,0203,Midland Regional Hospital Tullamore,1700,Ophthalmology,Adult,65+, 6-9 Months,24
27/02/2020,Dublin Midlands Hospital Group,0203,Midland Regional Hospital Tullamore,1700,Ophthalmology,Adult,65+, 9-12 Months,11
27/02/2020,Dublin Midlands Hospital Group,0203,Midland Regional Hospital Tullamore,1700,Ophthalmology,Adult,65+,12-15 Months,2
27/02/2020,Dublin Midlands Hospital Group,0203,Midland Regional Hospital Tullamore,1700,Ophthalmology,Adult,65+,18 Months +,4
27/02/2020,Dublin Midlands Hospital Group,0203,Midland Regional Hospital Tullamore,1800,Orthopaedics,Adult,16-64, 0-3 Months,607
27/02/2020,Dublin Midlands Hospital Group,0203,Midland Regional Hospital Tullamore,1800,Orthopaedics,Adult,16-64, 3-6 Months,694
27/02/2020,Dublin Midlands Hospital Group,0203,Midland Regional Hospital Tullamore,1800,Orthopaedics,Adult,16-64, 9-12 Months,465
27/02/2020,Dublin Midlands Hospital Group,0203,Midland Regional Hospital Tullamore,1800,Orthopaedics,Adult,16-64,12-15 Months,142
27/02/2020,Dublin Midlands Hospital Group,0203,Midland Regional Hospital Tullamore,1800,Orthopaedics,Child,0-15,15-18 Months,7
27/02/2020,Dublin Midlands Hospital Group,0203,Midland Regional Hospital Tullamore,1900,Paediatrics,Child,0-15, 3-6 Months,36
27/02/2020,Dublin Midlands Hospital Group,0203,Midland Regional Hospital Tullamore,2300,Nephrology,Adult,65+,15-18 Months,11
27/02/2020,Dublin Midlands Hospital Group,0203,Midland Regional Hospital Tullamore,2300,Nephrology,Adult,65+,18 Months +,35
27/02/2020,Dublin Midlands Hospital Group,0203,Midland Regional Hospital Tullamore,2500,Rheumatology,Adult,16-64, 0-3 Months,132
27/02/2020,Dublin Midlands Hospital Group,0203,Midland Regional Hospital Tullamore,2500,Rheumatology,Adult,16-64, 6-9 Months,151
27/02/2020,Dublin Midlands Hospital Group,0203,Midland Regional Hospital Tullamore,2500,Rheumatology,Adult,16-64, 9-12 Months,186
27/02/2020,Dublin Midlands Hospital Group,0203,Midland Regional Hospital Tullamore,2500,Rheumatology,Adult,16-64,18 Months +,80
27/02/2020,Dublin Midlands Hospital Group,0203,Midland Regional Hospital Tullamore,2500,Rheumatology,Adult,65+, 3-6 Months,48
27/02/2020,Dublin Midlands Hospital Group,0203,Midland Regional Hospital Tullamore,2600,General Surgery,Adult,65+, 0-3 Months,73
27/02/2020,Dublin Midlands Hospital Group,0203,Midland Regional Hospital Tullamore,2604,Vascular Surgery,Adult,16-64,15-18 Months,63
27/02/2020,Dublin Midlands Hospital Group,0203,Midland Regional Hospital Tullamore,2604,Vascular Surgery,Adult,65+, 0-3 Months,74
27/02/2020,Dublin Midlands Hospital Group,0203,Midland Regional Hospital Tullamore,2604,Vascular Surgery,Adult,65+, 6-9 Months,60
27/02/2020,Dublin Midlands Hospital Group,0203,Midland Regional Hospital Tullamore,2604,Vascular Surgery,Adult,65+, 9-12 Months,56
27/02/2020,Dublin Midlands Hospital Group,0203,Midland Regional Hospital Tullamore,2604,Vascular Surgery,Adult,65+,18 Months +,153
27/02/2020,Dublin Midlands Hospital Group,0203,Midland Regional Hospital Tullamore,5000,General Medicine,Adult,16-64, 3-6 Months,159
27/02/2020,Dublin Midlands Hospital Group,0203,Midland Regional Hospital Tullamore,5000,General Medicine,Adult,16-64, 6-9 Months,103
27/02/2020,Dublin Midlands Hospital Group,0203,Midland Regional Hospital Tullamore,5000,General Medicine,Adult,16-64,12-15 Months,65
27/02/2020,Dublin Midlands Hospital Group,0904,St. James's Hospital,0100,Cardiology,Adult,16-64, 0-3 Months,188
27/02/2020,Dublin Midlands Hospital Group,0904,St. James's Hospital,0100,Cardiology,Adult,16-64, 3-6 Months,177
27/02/2020,Dublin Midlands Hospital Group,0904,St. James's Hospital,0100,Cardiology,Adult,16-64, 6-9 Months,52
27/02/2020,Dublin Midlands Hospital Group,0904,St. James's Hospital,0300,Dermatology,Adult,0-15, 9-12 Months,2
27/02/2020,Dublin Midlands Hospital Group,0904,St. James's Hospital,0300,Dermatology,Adult,16-64, 0-3 Months,696
27/02/2020,Dublin Midlands Hospital Group,0904,St. James's Hospital,0300,Dermatology,Adult,16-64, 3-6 Months,565
27/02/2020,Dublin Midlands Hospital Group,0904,St. James's Hospital,0300,Dermatology,Adult,16-64, 6-9 Months,341
27/02/2020,Dublin Midlands Hospital Group,0904,St. James's Hospital,0300,Dermatology,Adult,16-64, 9-12 Months,409
27/02/2020,Dublin Midlands Hospital Group,0904,St. James's Hospital,0300,Dermatology,Adult,16-64,12-15 Months,301
27/02/2020,Dublin Midlands Hospital Group,0904,St. James's Hospital,0400,Endocrinology,Adult,65+, 0-3 Months,35
27/02/2020,Dublin Midlands Hospital Group,0904,St. James's Hospital,0400,Endocrinology,Adult,65+,15-18 Months,1
27/02/2020,Dublin Midlands Hospital Group,0904,St. James's Hospital,0402,Diabetes Mellitus,Adult,65+, 0-3 Months,14
27/02/2020,Dublin Midlands Hospital Group,0904,St. James's Hospital,0600,Otolaryngology (ENT),Adult,65+,15-18 Months,12
27/02/2020,Dublin Midlands Hospital Group,0904,St. James's Hospital,0900,Geriatric Medicine,Adult,16-64, 3-6 Months,9
27/02/2020,Dublin Midlands Hospital Group,0904,St. James's Hospital,1100,Haematology,Adult,16-64, 9-12 Months,21
27/02/2020,Dublin Midlands Hospital Group,0904,St. James's Hospital,1100,Haematology,Adult,65+, 3-6 Months,28
27/02/2020,Dublin Midlands Hospital Group,0904,St. James's Hospital,1300,Neurology,Adult,65+, 0-3 Months,57
27/02/2020,Dublin Midlands Hospital Group,0904,St. James's Hospital,1300,Neurology,Adult,65+, 3-6 Months,36
27/02/2020,Dublin Midlands Hospital Group,0203,Midland Regional Hospital Tullamore,2600,General Surgery,Adult,16-64, 3-6 Months,3
27/02/2020,Dublin Midlands Hospital Group,0203,Midland Regional Hospital Tullamore,2604,Vascular Surgery,Adult,16-64,18 Months +,408
27/02/2020,Dublin Midlands Hospital Group,0203,Midland Regional Hospital Tullamore,2604,Vascular Surgery,Adult,65+, 3-6 Months,75
27/02/2020,Dublin Midlands Hospital Group,0203,Midland Regional Hospital Tullamore,2604,Vascular Surgery,Adult,65+,12-15 Months,28
27/02/2020,Dublin Midlands Hospital Group,0203,Midland Regional Hospital Tullamore,2604,Vascular Surgery,Adult,65+,15-18 Months,42
27/02/2020,Dublin Midlands Hospital Group,0203,Midland Regional Hospital Tullamore,2604,Vascular Surgery,Child,0-15, 6-9 Months,1
27/02/2020,Dublin Midlands Hospital Group,0203,Midland Regional Hospital Tullamore,5000,General Medicine,Adult,16-64, 9-12 Months,115
27/02/2020,Dublin Midlands Hospital Group,0203,Midland Regional Hospital Tullamore,5000,General Medicine,Adult,65+,18 Months +,85
27/02/2020,Dublin Midlands Hospital Group,0904,St. James's Hospital,0000,Small Volume Specialities,Adult,16-64, 0-3 Months,1
27/02/2020,Dublin Midlands Hospital Group,0904,St. James's Hospital,0100,Cardiology,Adult,65+, 0-3 Months,118
27/02/2020,Dublin Midlands Hospital Group,0904,St. James's Hospital,0100,Cardiology,Adult,65+, 3-6 Months,97
27/02/2020,Dublin Midlands Hospital Group,0904,St. James's Hospital,0100,Cardiology,Adult,65+, 6-9 Months,24
27/02/2020,Dublin Midlands Hospital Group,0904,St. James's Hospital,0100,Cardiology,Adult,65+,12-15 Months,1
27/02/2020,Dublin Midlands Hospital Group,0904,St. James's Hospital,0300,Dermatology,Adult,0-15, 0-3 Months,2
27/02/2020,Dublin Midlands Hospital Group,0904,St. James's Hospital,0300,Dermatology,Adult,0-15, 3-6 Months,4
27/02/2020,Dublin Midlands Hospital Group,0904,St. James's Hospital,0300,Dermatology,Adult,0-15, 6-9 Months,3
27/02/2020,Dublin Midlands Hospital Group,0904,St. James's Hospital,0300,Dermatology,Adult,0-15,15-18 Months,1
27/02/2020,Dublin Midlands Hospital Group,0904,St. James's Hospital,0300,Dermatology,Adult,65+, 9-12 Months,142
27/02/2020,Dublin Midlands Hospital Group,0904,St. James's Hospital,0400,Endocrinology,Adult,16-64,15-18 Months,9
27/02/2020,Dublin Midlands Hospital Group,0904,St. James's Hospital,0400,Endocrinology,Adult,65+, 9-12 Months,7
27/02/2020,Dublin Midlands Hospital Group,0904,St. James's Hospital,0402,Diabetes Mellitus,Adult,16-64, 0-3 Months,32
27/02/2020,Dublin Midlands Hospital Group,0904,St. James's Hospital,0402,Diabetes Mellitus,Adult,65+, 3-6 Months,15
27/02/2020,Dublin Midlands Hospital Group,0904,St. James's Hospital,0402,Diabetes Mellitus,Adult,65+, 6-9 Months,18
27/02/2020,Dublin Midlands Hospital Group,0904,St. James's Hospital,0600,Otolaryngology (ENT),Adult,16-64, 0-3 Months,229
27/02/2020,Dublin Midlands Hospital Group,0904,St. James's Hospital,0600,Otolaryngology (ENT),Adult,16-64, 3-6 Months,170
27/02/2020,Dublin Midlands Hospital Group,0904,St. James's Hospital,0600,Otolaryngology (ENT),Adult,16-64, 6-9 Months,134
27/02/2020,Dublin Midlands Hospital Group,0904,St. James's Hospital,0600,Otolaryngology (ENT),Adult,16-64,12-15 Months,60
27/02/2020,Dublin Midlands Hospital Group,0904,St. James's Hospital,0600,Otolaryngology (ENT),Adult,16-64,15-18 Months,41
27/02/2020,Dublin Midlands Hospital Group,0904,St. James's Hospital,0600,Otolaryngology (ENT),Adult,16-64,18 Months +,71
27/02/2020,Dublin Midlands Hospital Group,0904,St. James's Hospital,0700,Gastro-Enterology,Adult,16-64, 9-12 Months,2
27/02/2020,Dublin Midlands Hospital Group,0904,St. James's Hospital,0700,Gastro-Enterology,Adult,65+, 0-3 Months,117
27/02/2020,Dublin Midlands Hospital Group,0904,St. James's Hospital,1100,Haematology,Adult,65+, 0-3 Months,73
27/02/2020,Dublin Midlands Hospital Group,0904,St. James's Hospital,1100,Haematology,Adult,65+, 6-9 Months,8
27/02/2020,Dublin Midlands Hospital Group,0904,St. James's Hospital,1300,Neurology,Adult,16-64, 9-12 Months,4
27/02/2020,Dublin Midlands Hospital Group,0904,St. James's Hospital,1503,Gynaecology,Adult,16-64, 0-3 Months,68
27/02/2020,Dublin Midlands Hospital Group,0904,St. James's Hospital,1700,Ophthalmology,Adult,16-64, 0-3 Months,33
27/02/2020,Dublin Midlands Hospital Group,0904,St. James's Hospital,1700,Ophthalmology,Adult,65+, 3-6 Months,2
27/02/2020,Dublin Midlands Hospital Group,0904,St. James's Hospital,1800,Orthopaedics,Adult,16-64, 0-3 Months,416
27/02/2020,Dublin Midlands Hospital Group,0904,St. James's Hospital,1800,Orthopaedics,Adult,65+, 3-6 Months,152
27/02/2020,Dublin Midlands Hospital Group,0904,St. James's Hospital,1800,Orthopaedics,Adult,65+, 6-9 Months,117
27/02/2020,Dublin Midlands Hospital Group,0904,St. James's Hospital,1800,Orthopaedics,Adult,65+,12-15 Months,62
27/02/2020,Dublin Midlands Hospital Group,0904,St. James's Hospital,1800,Orthopaedics,Adult,65+,15-18 Months,58
27/02/2020,Dublin Midlands Hospital Group,0904,St. James's Hospital,2000,Plastic Surgery,Adult,0-15, 6-9 Months,2
27/02/2020,Dublin Midlands Hospital Group,0904,St. James's Hospital,2000,Plastic Surgery,Adult,65+, 9-12 Months,18
27/02/2020,Dublin Midlands Hospital Group,0904,St. James's Hospital,2000,Plastic Surgery,Adult,65+,18 Months +,49
27/02/2020,Dublin Midlands Hospital Group,0904,St. James's Hospital,2003,Maxillo-Facial,Adult,0-15, 0-3 Months,127
27/02/2020,Dublin Midlands Hospital Group,0904,St. James's Hospital,2003,Maxillo-Facial,Adult,0-15, 3-6 Months,39
27/02/2020,Dublin Midlands Hospital Group,0904,St. James's Hospital,2003,Maxillo-Facial,Adult,0-15, 6-9 Months,24
27/02/2020,Dublin Midlands Hospital Group,0904,St. James's Hospital,2003,Maxillo-Facial,Adult,0-15,12-15 Months,8
27/02/2020,Dublin Midlands Hospital Group,0904,St. James's Hospital,2003,Maxillo-Facial,Adult,0-15,15-18 Months,2
27/02/2020,Dublin Midlands Hospital Group,0904,St. James's Hospital,2003,Maxillo-Facial,Adult,16-64, 6-9 Months,178
27/02/2020,Dublin Midlands Hospital Group,0904,St. James's Hospital,2003,Maxillo-Facial,Adult,65+, 9-12 Months,15
27/02/2020,Dublin Midlands Hospital Group,0904,St. James's Hospital,1800,Orthopaedics,Adult,0-15, 0-3 Months,1
27/02/2020,Dublin Midlands Hospital Group,0904,St. James's Hospital,1800,Orthopaedics,Adult,16-64, 3-6 Months,270
27/02/2020,Dublin Midlands Hospital Group,0904,St. James's Hospital,1800,Orthopaedics,Adult,16-64, 6-9 Months,213
27/02/2020,Dublin Midlands Hospital Group,0904,St. James's Hospital,1800,Orthopaedics,Adult,16-64, 9-12 Months,149
27/02/2020,Dublin Midlands Hospital Group,0904,St. James's Hospital,1800,Orthopaedics,Adult,16-64,12-15 Months,110
27/02/2020,Dublin Midlands Hospital Group,0904,St. James's Hospital,2000,Plastic Surgery,Adult,16-64,15-18 Months,41
27/02/2020,Dublin Midlands Hospital Group,0904,St. James's Hospital,2000,Plastic Surgery,Adult,16-64,18 Months +,319
27/02/2020,Dublin Midlands Hospital Group,0904,St. James's Hospital,2000,Plastic Surgery,Adult,65+, 0-3 Months,105
27/02/2020,Dublin Midlands Hospital Group,0904,St. James's Hospital,2000,Plastic Surgery,Adult,65+, 3-6 Months,44
27/02/2020,Dublin Midlands Hospital Group,0904,St. James's Hospital,2000,Plastic Surgery,Adult,65+,12-15 Months,9
27/02/2020,Dublin Midlands Hospital Group,0904,St. James's Hospital,2003,Maxillo-Facial,Adult,0-15,18 Months +,8
